;num_cli;connexion_mois;source_web;typ_client;montant_credit;anciennete;utilisation_credit;logmt;sitfam;dept;tr_age;revfyr;assurance
2784;2785;>11;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Lorraine;46-55 ans;>4000;?
2796;2797;5-10;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Rhône-Alpes;>66;2000 a 2999;?
2804;2805;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Picardie;46-55 ans;1500 a 1999;?
2840;2841;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Bretagne;36-45 ans;3000 a 3999;?
2847;2848;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;46-55 ans;2000 a 2999;?
2849;2850;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;1500 a 1999;?
2857;2858;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Rhône-Alpes;36-45 ans;manquant;?
2863;2864;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Pays de Loire;36-45 ans;2000 a 2999;?
2877;2878;<4;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Bourgogne;46-55 ans;3000 a 3999;?
2905;2906;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Nord-Pas-de-Calais;36-45 ans;1000 a 1499;?
2928;2929;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Alsace;46-55 ans;1000 a 1499;?
2952;2953;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;18-25 ans;1500 a 1999;?
2955;2956;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Poitou-Charentes;46-55 ans;manquant;?
2962;2963;5-10;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Rhône-Alpes;56-65 ans;2000 a 2999;?
2985;2986;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;26-35 ans;manquant;?
2986;2987;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Midi-Pyrenees;18-25 ans;< 1000;?
2997;2998;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Nord-Pas-de-Calais;56-65 ans;< 1000;?
3015;3016;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Midi-Pyrenees;46-55 ans;1500 a 1999;?
3017;3018;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Lorraine;36-45 ans;manquant;?
3036;3037;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;1000 a 1499;?
3041;3042;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Pays de Loire;46-55 ans;1000 a 1499;?
3050;3051;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Champagne-Ardenne;26-35 ans;1000 a 1499;?
3066;3067;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;manquant;?
3075;3076;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;46-55 ans;1000 a 1499;?
3110;3111;5-10;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;ile-de-France;56-65 ans;>4000;?
3123;3124;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Languedoc-Roussillon;26-35 ans;1000 a 1499;?
3131;3132;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Bourgogne;18-25 ans;manquant;?
3170;3171;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Bretagne;56-65 ans;3000 a 3999;?
3184;3185;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;36-45 ans;1500 a 1999;?
3188;3189;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Midi-Pyrenees;36-45 ans;manquant;?
3196;3197;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;46-55 ans;1500 a 1999;?
3206;3207;>11;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Languedoc-Roussillon;>66;2000 a 2999;?
3269;3270;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;18-25 ans;manquant;?
3281;3282;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;26-35 ans;1500 a 1999;?
3299;3300;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Lorraine;36-45 ans;>4000;?
3303;3304;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;26-35 ans;2000 a 2999;?
3312;3313;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;ile-de-France;18-25 ans;manquant;?
3314;3315;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Provence-Alpes-Côte-Azur;>66;< 1000;?
3323;3324;5-10;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Bretagne;26-35 ans;1000 a 1499;?
3343;3344;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Basse-Normandie;18-25 ans;manquant;?
3355;3356;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Alsace;56-65 ans;2000 a 2999;?
3358;3359;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Nord-Pas-de-Calais;26-35 ans;2000 a 2999;?
3364;3365;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Poitou-Charentes;26-35 ans;1500 a 1999;?
3372;3373;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;36-45 ans;manquant;?
3379;3380;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;36-45 ans;< 1000;?
3388;3389;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;3000 a 3999;?
3406;3407;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;46-55 ans;manquant;?
3419;3420;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Pays de Loire;26-35 ans;1000 a 1499;?
3445;3446;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Centre;>66;>4000;?
3488;3489;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Bretagne;18-25 ans;< 1000;?
3503;3504;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Bretagne;36-45 ans;1500 a 1999;?
3518;3519;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Centre;36-45 ans;manquant;?
3528;3529;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;46-55 ans;< 1000;?
3532;3533;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Rhône-Alpes;36-45 ans;manquant;?
3534;3535;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;46-55 ans;>4000;?
3544;3545;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Aquitaine;26-35 ans;1000 a 1499;?
3546;3547;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Picardie;36-45 ans;manquant;?
3548;3549;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Bretagne;26-35 ans;1500 a 1999;?
3550;3551;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;56-65 ans;1000 a 1499;?
3552;3553;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Provence-Alpes-Côte-Azur;26-35 ans;manquant;?
3563;3564;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Languedoc-Roussillon;36-45 ans;manquant;?
3585;3586;<4;Referencement;Pas client ou ancien client;?;?;?;proprietaire;NR;Aquitaine;56-65 ans;>4000;?
3586;3587;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Provence-Alpes-Côte-Azur;26-35 ans;1000 a 1499;?
3589;3590;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;18-25 ans;manquant;?
3618;3619;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;1000 a 1499;?
3634;3635;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;NR;Provence-Alpes-Côte-Azur;56-65 ans;manquant;?
3645;3646;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Poitou-Charentes;36-45 ans;1000 a 1499;?
3649;3650;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Picardie;46-55 ans;1500 a 1999;?
3661;3662;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;36-45 ans;1000 a 1499;?
3665;3666;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Languedoc-Roussillon;36-45 ans;manquant;?
3672;3673;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;36-45 ans;1000 a 1499;?
3675;3676;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Pays de Loire;26-35 ans;manquant;?
3687;3688;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Bourgogne;26-35 ans;1000 a 1499;?
3692;3693;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;3000 a 3999;?
3705;3706;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Midi-Pyrenees;>66;2000 a 2999;?
3711;3712;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;36-45 ans;2000 a 2999;?
3760;3761;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;36-45 ans;1000 a 1499;?
3765;3766;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;18-25 ans;1500 a 1999;?
3768;3769;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Provence-Alpes-Côte-Azur;26-35 ans;1000 a 1499;?
3777;3778;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Picardie;18-25 ans;2000 a 2999;?
3798;3799;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Rhône-Alpes;46-55 ans;2000 a 2999;?
3872;3873;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Rhône-Alpes;56-65 ans;>4000;?
3874;3875;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Nord-Pas-de-Calais;26-35 ans;manquant;?
3876;3877;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Nord-Pas-de-Calais;18-25 ans;manquant;?
3879;3880;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;>66;>4000;?
3923;3924;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Lorraine;46-55 ans;1000 a 1499;?
3926;3927;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Haute-Normandie;36-45 ans;2000 a 2999;?
3988;3989;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Basse-Normandie;26-35 ans;1000 a 1499;?
3992;3993;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;manquant;?
3997;3998;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Languedoc-Roussillon;26-35 ans;1500 a 1999;?
4022;4023;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;ile-de-France;26-35 ans;manquant;?
4030;4031;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Auvergne;56-65 ans;manquant;?
4034;4035;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Basse-Normandie;26-35 ans;manquant;?
4042;4043;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Centre;46-55 ans;1500 a 1999;?
4058;4059;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Provence-Alpes-Côte-Azur;46-55 ans;2000 a 2999;?
4075;4076;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;36-45 ans;manquant;?
4080;4081;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Rhône-Alpes;46-55 ans;manquant;?
4092;4093;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Centre;36-45 ans;3000 a 3999;?
4112;4113;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Bretagne;46-55 ans;1500 a 1999;?
4125;4126;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Provence-Alpes-Côte-Azur;26-35 ans;manquant;?
4131;4132;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Languedoc-Roussillon;26-35 ans;1500 a 1999;?
4141;4142;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;DOMTOM;36-45 ans;1500 a 1999;?
4158;4159;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Bretagne;36-45 ans;2000 a 2999;?
4178;4179;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;36-45 ans;2000 a 2999;?
4190;4191;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Provence-Alpes-Côte-Azur;26-35 ans;2000 a 2999;?
4193;4194;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Aquitaine;56-65 ans;2000 a 2999;?
4205;4206;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Champagne-Ardenne;26-35 ans;manquant;?
4236;4237;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;36-45 ans;2000 a 2999;?
4248;4249;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;1500 a 1999;?
4252;4253;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;>66;3000 a 3999;?
4256;4257;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;ile-de-France;36-45 ans;manquant;?
4257;4258;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Languedoc-Roussillon;36-45 ans;3000 a 3999;?
4261;4262;5-10;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Poitou-Charentes;46-55 ans;2000 a 2999;?
4274;4275;>11;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Centre;36-45 ans;1500 a 1999;?
4278;4279;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;36-45 ans;< 1000;?
4289;4290;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Alsace;>66;1500 a 1999;?
4292;4293;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Corse;18-25 ans;1000 a 1499;?
4302;4303;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;18-25 ans;< 1000;?
4324;4325;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Centre;46-55 ans;1500 a 1999;?
4329;4330;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;46-55 ans;1500 a 1999;?
4337;4338;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Lorraine;36-45 ans;1000 a 1499;?
4359;4360;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Provence-Alpes-Côte-Azur;26-35 ans;1000 a 1499;?
4362;4363;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Poitou-Charentes;36-45 ans;2000 a 2999;?
4373;4374;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Languedoc-Roussillon;46-55 ans;1500 a 1999;?
4404;4405;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;56-65 ans;3000 a 3999;?
4408;4409;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Poitou-Charentes;>66;>4000;?
4444;4445;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Haute-Normandie;36-45 ans;manquant;?
4447;4448;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Haute-Normandie;36-45 ans;1000 a 1499;?
4456;4457;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Pays de Loire;26-35 ans;2000 a 2999;?
4457;4458;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Haute-Normandie;26-35 ans;1000 a 1499;?
4461;4462;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Picardie;26-35 ans;manquant;?
4468;4469;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Poitou-Charentes;46-55 ans;3000 a 3999;?
4480;4481;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;26-35 ans;1000 a 1499;?
4482;4483;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;Rhône-Alpes;26-35 ans;manquant;?
4485;4486;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Languedoc-Roussillon;36-45 ans;3000 a 3999;?
4491;4492;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Basse-Normandie;26-35 ans;< 1000;?
4506;4507;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Centre;46-55 ans;2000 a 2999;?
4524;4525;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Poitou-Charentes;36-45 ans;manquant;?
4625;4626;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;36-45 ans;manquant;?
4645;4646;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;36-45 ans;1000 a 1499;?
4664;4665;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Franche-Comte;26-35 ans;manquant;?
4673;4674;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Languedoc-Roussillon;46-55 ans;2000 a 2999;?
4676;4677;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Poitou-Charentes;56-65 ans;2000 a 2999;?
4678;4679;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Bourgogne;36-45 ans;2000 a 2999;?
4704;4705;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Languedoc-Roussillon;56-65 ans;manquant;?
4727;4728;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Picardie;26-35 ans;2000 a 2999;?
4740;4741;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;36-45 ans;2000 a 2999;?
4750;4751;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Alsace;36-45 ans;1000 a 1499;?
4761;4762;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Bourgogne;26-35 ans;manquant;?
4766;4767;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;NR;ile-de-France;26-35 ans;2000 a 2999;?
4774;4775;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Haute-Normandie;26-35 ans;1000 a 1499;?
4775;4776;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Aquitaine;>66;1000 a 1499;?
4782;4783;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Alsace;26-35 ans;1000 a 1499;?
4783;4784;<4;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Nord-Pas-de-Calais;36-45 ans;1000 a 1499;?
4841;4842;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;ile-de-France;56-65 ans;2000 a 2999;?
4851;4852;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;18-25 ans;1000 a 1499;?
4854;4855;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;36-45 ans;1500 a 1999;?
4863;4864;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;36-45 ans;< 1000;?
4864;4865;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;18-25 ans;1000 a 1499;?
